acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,target,tempo,time_signature,track_href,type,uri,valence
0.208,https://api.spotify.com/v1/audio-analysis/4n0xztUAbHPUV8G3NQvF30,0.501,192000,0.836,4n0xztUAbHPUV8G3NQvF30,0.0,11,0.152,-3.587,0,0.0491,1,159.863,4,https://api.spotify.com/v1/tracks/4n0xztUAbHPUV8G3NQvF30,audio_features,spotify:track:4n0xztUAbHPUV8G3NQvF30,0.618
0.38,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,0.866,199440,0.813,7JJmb5XwzOO8jgpou264Ml,0.0,11,0.0779,-4.063,0,0.0554,1,121.998,4,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,audio_features,spotify:track:7JJmb5XwzOO8jgpou264Ml,0.969
0.054,https://api.spotify.com/v1/audio-analysis/39iBnqMJUlA6aHbfLFEf7B,0.651,194893,0.808,39iBnqMJUlA6aHbfLFEf7B,0.0,1,0.0482,-4.731,0,0.0435,1,100.993,4,https://api.spotify.com/v1/tracks/39iBnqMJUlA6aHbfLFEf7B,audio_features,spotify:track:39iBnqMJUlA6aHbfLFEf7B,0.858
0.011,https://api.spotify.com/v1/audio-analysis/1z5jOmNswvnzjC5gFLu5Dv,0.532,187958,0.868,1z5jOmNswvnzjC5gFLu5Dv,0.0,3,0.0584,-4.23,0,0.0908,1,110.127,4,https://api.spotify.com/v1/tracks/1z5jOmNswvnzjC5gFLu5Dv,audio_features,spotify:track:1z5jOmNswvnzjC5gFLu5Dv,0.529
0.00756,https://api.spotify.com/v1/audio-analysis/7lqsmY0ifoZsqBU6DpbCIq,0.654,203680,0.734,7lqsmY0ifoZsqBU6DpbCIq,2.82e-05,1,0.0659,-4.848,0,0.0753,1,119.842,4,https://api.spotify.com/v1/tracks/7lqsmY0ifoZsqBU6DpbCIq,audio_features,spotify:track:7lqsmY0ifoZsqBU6DpbCIq,0.133
0.0595,https://api.spotify.com/v1/audio-analysis/5qRRiqndqXaq2QBudIrkYU,0.456,204093,0.874,5qRRiqndqXaq2QBudIrkYU,1.12e-05,10,0.111,-4.129,0,0.114,1,200.179,4,https://api.spotify.com/v1/tracks/5qRRiqndqXaq2QBudIrkYU,audio_features,spotify:track:5qRRiqndqXaq2QBudIrkYU,0.5
0.0293,https://api.spotify.com/v1/audio-analysis/0Lf5evFei2z92kAxQzapy7,0.517,219347,0.935,0Lf5evFei2z92kAxQzapy7,2.3e-06,6,0.531,-3.848,0,0.12,1,128.036,4,https://api.spotify.com/v1/tracks/0Lf5evFei2z92kAxQzapy7,audio_features,spotify:track:0Lf5evFei2z92kAxQzapy7,0.326
0.00777,https://api.spotify.com/v1/audio-analysis/01ybS1aH9xzwQf68kYHOtC,0.629,190560,0.87,01ybS1aH9xzwQf68kYHOtC,4.1e-06,8,0.125,-4.139,1,0.048,1,112.089,4,https://api.spotify.com/v1/tracks/01ybS1aH9xzwQf68kYHOtC,audio_features,spotify:track:01ybS1aH9xzwQf68kYHOtC,0.694
0.221,https://api.spotify.com/v1/audio-analysis/4A6IgELhUNZIJ38kMUB4pC,0.554,220573,0.872,4A6IgELhUNZIJ38kMUB4pC,0.0,6,0.0638,-2.849,1,0.0897,1,172.196,4,https://api.spotify.com/v1/tracks/4A6IgELhUNZIJ38kMUB4pC,audio_features,spotify:track:4A6IgELhUNZIJ38kMUB4pC,0.657
0.129,https://api.spotify.com/v1/audio-analysis/2oY0ZvqUQ7gAlpibNigfLZ,0.419,183440,0.836,2oY0ZvqUQ7gAlpibNigfLZ,0.0,6,0.0508,-3.007,1,0.0377,1,180.944,4,https://api.spotify.com/v1/tracks/2oY0ZvqUQ7gAlpibNigfLZ,audio_features,spotify:track:2oY0ZvqUQ7gAlpibNigfLZ,0.513
0.0174,https://api.spotify.com/v1/audio-analysis/4iKllrl3J1GMiFocU57cN4,0.414,284973,0.902,4iKllrl3J1GMiFocU57cN4,7.52e-06,0,0.313,-4.256,0,0.0669,1,176.926,4,https://api.spotify.com/v1/tracks/4iKllrl3J1GMiFocU57cN4,audio_features,spotify:track:4iKllrl3J1GMiFocU57cN4,0.532
0.0489,https://api.spotify.com/v1/audio-analysis/5aPGxR67OwJmu1eEsErW5e,0.567,194507,0.839,5aPGxR67OwJmu1eEsErW5e,0.0,6,0.103,-4.048,0,0.0698,1,160.062,4,https://api.spotify.com/v1/tracks/5aPGxR67OwJmu1eEsErW5e,audio_features,spotify:track:5aPGxR67OwJmu1eEsErW5e,0.903
0.0207,https://api.spotify.com/v1/audio-analysis/5zwKfokZAwe4kz68lEHtUf,0.434,195307,0.921,5zwKfokZAwe4kz68lEHtUf,0.00209,10,0.116,-2.248,0,0.0688,1,171.945,4,https://api.spotify.com/v1/tracks/5zwKfokZAwe4kz68lEHtUf,audio_features,spotify:track:5zwKfokZAwe4kz68lEHtUf,0.426
0.00472,https://api.spotify.com/v1/audio-analysis/30wEpY339lJXMEP7gDTypY,0.499,190427,0.797,30wEpY339lJXMEP7gDTypY,0.0,2,0.297,-4.845,1,0.0402,1,85.054,4,https://api.spotify.com/v1/tracks/30wEpY339lJXMEP7gDTypY,audio_features,spotify:track:30wEpY339lJXMEP7gDTypY,0.591
0.228,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,0.653,228827,0.816,6rPO02ozF3bM7NnOV4h6s2,0.0,2,0.0967,-4.353,1,0.167,1,178.086,4,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,audio_features,spotify:track:6rPO02ozF3bM7NnOV4h6s2,0.816
0.621,https://api.spotify.com/v1/audio-analysis/37FXw5QGFN7uwwsLy8uAc0,0.728,217707,0.563,37FXw5QGFN7uwwsLy8uAc0,0.0,1,0.179,-8.053,0,0.134,1,100.017,4,https://api.spotify.com/v1/tracks/37FXw5QGFN7uwwsLy8uAc0,audio_features,spotify:track:37FXw5QGFN7uwwsLy8uAc0,0.352
0.0453,https://api.spotify.com/v1/audio-analysis/7rfiXyFb5M9BqdkvKvVEiB,0.728,228707,0.811,7rfiXyFb5M9BqdkvKvVEiB,2.07e-06,7,0.362,-4.278,1,0.0564,1,114.995,4,https://api.spotify.com/v1/tracks/7rfiXyFb5M9BqdkvKvVEiB,audio_features,spotify:track:7rfiXyFb5M9BqdkvKvVEiB,0.705
0.0832,https://api.spotify.com/v1/audio-analysis/1Zs3SI3r5zp7nnFl8McLNQ,0.716,167262,0.48,1Zs3SI3r5zp7nnFl8McLNQ,0.0,9,0.233,-7.723,1,0.142,1,101.192,4,https://api.spotify.com/v1/tracks/1Zs3SI3r5zp7nnFl8McLNQ,audio_features,spotify:track:1Zs3SI3r5zp7nnFl8McLNQ,0.5
0.22,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.874,204502,0.497,4Ro98RCK90oHqqSZUnTFq5,0.0,6,0.0761,-5.484,1,0.0562,1,106.023,4,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,audio_features,spotify:track:4Ro98RCK90oHqqSZUnTFq5,0.542
0.000907,https://api.spotify.com/v1/audio-analysis/6zLdXcmvIxnAXpz9sXFnIE,0.612,227373,0.841,6zLdXcmvIxnAXpz9sXFnIE,0.0,9,0.37,-3.795,0,0.0353,1,104.986,4,https://api.spotify.com/v1/tracks/6zLdXcmvIxnAXpz9sXFnIE,audio_features,spotify:track:6zLdXcmvIxnAXpz9sXFnIE,0.499
0.00434,https://api.spotify.com/v1/audio-analysis/0WyFpxYlBCgH1gMXd26OOr,0.555,177067,0.896,0WyFpxYlBCgH1gMXd26OOr,0.0,0,0.145,-3.295,1,0.0388,1,114.995,4,https://api.spotify.com/v1/tracks/0WyFpxYlBCgH1gMXd26OOr,audio_features,spotify:track:0WyFpxYlBCgH1gMXd26OOr,0.578
0.334,https://api.spotify.com/v1/audio-analysis/1SJtlNRJDeYHioymcvsqev,0.334,216391,0.617,1SJtlNRJDeYHioymcvsqev,0.0,6,0.163,-5.834,0,0.383,1,85.227,4,https://api.spotify.com/v1/tracks/1SJtlNRJDeYHioymcvsqev,audio_features,spotify:track:1SJtlNRJDeYHioymcvsqev,0.603
0.0876,https://api.spotify.com/v1/audio-analysis/0kMV2fsqzJmhGnqQgvt7MK,0.619,222213,0.876,0kMV2fsqzJmhGnqQgvt7MK,8.98e-06,2,0.0865,-4.783,1,0.042,1,124.985,4,https://api.spotify.com/v1/tracks/0kMV2fsqzJmhGnqQgvt7MK,audio_features,spotify:track:0kMV2fsqzJmhGnqQgvt7MK,0.89
0.0188,https://api.spotify.com/v1/audio-analysis/7kJlTKjNZVT26iwiDUVhRm,0.654,178583,0.796,7kJlTKjNZVT26iwiDUVhRm,0.0,2,0.0948,-4.761,0,0.122,1,108.854,4,https://api.spotify.com/v1/tracks/7kJlTKjNZVT26iwiDUVhRm,audio_features,spotify:track:7kJlTKjNZVT26iwiDUVhRm,0.491
0.0792,https://api.spotify.com/v1/audio-analysis/34oB5r0lcN3fYWCs2uA1k5,0.697,211364,0.506,34oB5r0lcN3fYWCs2uA1k5,0.0,8,0.0893,-4.863,1,0.0325,1,100.002,4,https://api.spotify.com/v1/tracks/34oB5r0lcN3fYWCs2uA1k5,audio_features,spotify:track:34oB5r0lcN3fYWCs2uA1k5,0.516
0.00588,https://api.spotify.com/v1/audio-analysis/1O1TsP095iFZqdrM5EgMjy,0.619,215277,0.685,1O1TsP095iFZqdrM5EgMjy,0.428,5,0.281,-5.415,0,0.0265,1,116.0,4,https://api.spotify.com/v1/tracks/1O1TsP095iFZqdrM5EgMjy,audio_features,spotify:track:1O1TsP095iFZqdrM5EgMjy,0.347
0.0802,https://api.spotify.com/v1/audio-analysis/3MO8BjfBXKGn3e3K9D0jix,0.722,359098,0.712,3MO8BjfBXKGn3e3K9D0jix,0.0,6,0.11,-6.099,0,0.0323,1,114.997,4,https://api.spotify.com/v1/tracks/3MO8BjfBXKGn3e3K9D0jix,audio_features,spotify:track:3MO8BjfBXKGn3e3K9D0jix,0.591
0.00898,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,0.612,188253,0.799,7zVCrzzEJU7u24sbJPXA5W,0.0,10,0.172,-4.603,1,0.0275,1,125.976,4,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,audio_features,spotify:track:7zVCrzzEJU7u24sbJPXA5W,0.687
0.194,https://api.spotify.com/v1/audio-analysis/6HTJZ0TQJVMSKkUGzAOe2h,0.805,321649,0.858,6HTJZ0TQJVMSKkUGzAOe2h,7.89e-06,0,0.256,-3.067,1,0.105,1,97.033,4,https://api.spotify.com/v1/tracks/6HTJZ0TQJVMSKkUGzAOe2h,audio_features,spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,0.523
0.0304,https://api.spotify.com/v1/audio-analysis/5OUSPcqhYTOzpbXzoEvKim,0.681,184040,0.845,5OUSPcqhYTOzpbXzoEvKim,0.0,11,0.197,-5.147,0,0.0525,1,132.023,4,https://api.spotify.com/v1/tracks/5OUSPcqhYTOzpbXzoEvKim,audio_features,spotify:track:5OUSPcqhYTOzpbXzoEvKim,0.761
0.0438,https://api.spotify.com/v1/audio-analysis/3kb72STxc2959ZqsTwu52i,0.634,175493,0.849,3kb72STxc2959ZqsTwu52i,0.0,0,0.363,-7.075,1,0.105,1,156.004,4,https://api.spotify.com/v1/tracks/3kb72STxc2959ZqsTwu52i,audio_features,spotify:track:3kb72STxc2959ZqsTwu52i,0.919
0.0572,https://api.spotify.com/v1/audio-analysis/5lNuqFVMca4vPupY10cH0J,0.739,222787,0.619,5lNuqFVMca4vPupY10cH0J,0.0,10,0.105,-6.669,1,0.162,1,112.961,4,https://api.spotify.com/v1/tracks/5lNuqFVMca4vPupY10cH0J,audio_features,spotify:track:5lNuqFVMca4vPupY10cH0J,0.58
0.104,https://api.spotify.com/v1/audio-analysis/0XjXQDJpajDzCdpazp1562,0.645,187320,0.843,0XjXQDJpajDzCdpazp1562,0.0,0,0.249,-4.072,1,0.0475,1,92.357,3,https://api.spotify.com/v1/tracks/0XjXQDJpajDzCdpazp1562,audio_features,spotify:track:0XjXQDJpajDzCdpazp1562,0.534
0.23,https://api.spotify.com/v1/audio-analysis/762UXiwEHYY97VL45sAUPR,0.542,194907,0.654,762UXiwEHYY97VL45sAUPR,0.0,8,0.241,-5.862,0,0.0537,1,144.971,4,https://api.spotify.com/v1/tracks/762UXiwEHYY97VL45sAUPR,audio_features,spotify:track:762UXiwEHYY97VL45sAUPR,0.563
0.0241,https://api.spotify.com/v1/audio-analysis/2TPTNQ98FqAFjD5LjhHOgg,0.586,211960,0.92,2TPTNQ98FqAFjD5LjhHOgg,6.32e-06,7,0.173,-3.749,1,0.064,1,100.023,4,https://api.spotify.com/v1/tracks/2TPTNQ98FqAFjD5LjhHOgg,audio_features,spotify:track:2TPTNQ98FqAFjD5LjhHOgg,0.639
0.000763,https://api.spotify.com/v1/audio-analysis/2BmmerBT9IBJa5opCVj4ho,0.532,209040,0.947,2BmmerBT9IBJa5opCVj4ho,0.0,7,0.338,-3.686,1,0.0877,1,137.988,4,https://api.spotify.com/v1/tracks/2BmmerBT9IBJa5opCVj4ho,audio_features,spotify:track:2BmmerBT9IBJa5opCVj4ho,0.481
0.0343,https://api.spotify.com/v1/audio-analysis/7oizkVPKiJYU5CyTjrcVp0,0.576,194173,0.865,7oizkVPKiJYU5CyTjrcVp0,5.32e-05,0,0.252,-3.288,1,0.0407,1,119.913,4,https://api.spotify.com/v1/tracks/7oizkVPKiJYU5CyTjrcVp0,audio_features,spotify:track:7oizkVPKiJYU5CyTjrcVp0,0.535
0.231,https://api.spotify.com/v1/audio-analysis/2WaOQWSv0D1tZNxyLvnGAI,0.589,194413,0.809,2WaOQWSv0D1tZNxyLvnGAI,0.0,3,0.0719,-5.292,1,0.0376,1,88.965,4,https://api.spotify.com/v1/tracks/2WaOQWSv0D1tZNxyLvnGAI,audio_features,spotify:track:2WaOQWSv0D1tZNxyLvnGAI,0.496
0.00166,https://api.spotify.com/v1/audio-analysis/08wJ1B9yu9sPeoRa5fbpr3,0.735,216800,0.831,08wJ1B9yu9sPeoRa5fbpr3,0.217,9,0.291,-5.898,1,0.0332,1,123.017,4,https://api.spotify.com/v1/tracks/08wJ1B9yu9sPeoRa5fbpr3,audio_features,spotify:track:08wJ1B9yu9sPeoRa5fbpr3,0.756
0.0208,https://api.spotify.com/v1/audio-analysis/46aXcs2gSheBtZibRfwRzh,0.596,216319,0.745,46aXcs2gSheBtZibRfwRzh,3.63e-06,0,0.209,-4.314,0,0.0358,1,81.064,4,https://api.spotify.com/v1/tracks/46aXcs2gSheBtZibRfwRzh,audio_features,spotify:track:46aXcs2gSheBtZibRfwRzh,0.595
0.085,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,0.752,231827,0.678,1p80LdxRV74UKvL8gnD7ky,1.64e-06,5,0.13,-5.421,1,0.0646,1,96.009,4,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,audio_features,spotify:track:1p80LdxRV74UKvL8gnD7ky,0.583
0.0871,https://api.spotify.com/v1/audio-analysis/273dCMFseLcVsoSWx59IoE,0.652,211933,0.802,273dCMFseLcVsoSWx59IoE,6.45e-06,7,0.148,-6.114,1,0.181,1,170.157,4,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,audio_features,spotify:track:273dCMFseLcVsoSWx59IoE,0.295
0.0709,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,0.553,220440,0.664,59HjlYCeBsxdI0fcm3zglw,0.0056,8,0.106,-7.417,1,0.0741,1,140.06,4,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,audio_features,spotify:track:59HjlYCeBsxdI0fcm3zglw,0.467
0.00196,https://api.spotify.com/v1/audio-analysis/0dAb8TY433dl3ZfXYCLE19,0.602,193293,0.735,0dAb8TY433dl3ZfXYCLE19,4.77e-05,5,0.105,-5.778,1,0.0337,1,96.969,4,https://api.spotify.com/v1/tracks/0dAb8TY433dl3ZfXYCLE19,audio_features,spotify:track:0dAb8TY433dl3ZfXYCLE19,0.472
0.00577,https://api.spotify.com/v1/audio-analysis/0ciHz919LVKoH4zgxyMPZ9,0.599,217973,0.466,0ciHz919LVKoH4zgxyMPZ9,1.25e-06,6,0.0434,-6.756,1,0.0394,1,154.031,4,https://api.spotify.com/v1/tracks/0ciHz919LVKoH4zgxyMPZ9,audio_features,spotify:track:0ciHz919LVKoH4zgxyMPZ9,0.647
0.231,https://api.spotify.com/v1/audio-analysis/3jBMHD19RZdAqG9iFQh7xc,0.595,195707,0.763,3jBMHD19RZdAqG9iFQh7xc,0.0,0,0.2,-4.991,1,0.0661,1,159.959,4,https://api.spotify.com/v1/tracks/3jBMHD19RZdAqG9iFQh7xc,audio_features,spotify:track:3jBMHD19RZdAqG9iFQh7xc,0.507
0.0288,https://api.spotify.com/v1/audio-analysis/0EQMEfWWlq47NKw6r4ZBEF,0.715,249252,0.613,0EQMEfWWlq47NKw6r4ZBEF,0.0,2,0.235,-5.295,1,0.0435,1,93.012,4,https://api.spotify.com/v1/tracks/0EQMEfWWlq47NKw6r4ZBEF,audio_features,spotify:track:0EQMEfWWlq47NKw6r4ZBEF,0.44
0.0412,https://api.spotify.com/v1/audio-analysis/44fouNXjaqIoI6PVgiGQqw,0.368,255853,0.692,44fouNXjaqIoI6PVgiGQqw,7.65e-06,10,0.299,-5.38,1,0.0447,1,111.01,4,https://api.spotify.com/v1/tracks/44fouNXjaqIoI6PVgiGQqw,audio_features,spotify:track:44fouNXjaqIoI6PVgiGQqw,0.0476
0.633,https://api.spotify.com/v1/audio-analysis/6Wiyd7AsRdXvXGrxNkbqQ1,0.738,241440,0.562,6Wiyd7AsRdXvXGrxNkbqQ1,0.0,0,0.102,-5.435,0,0.0347,1,127.452,3,https://api.spotify.com/v1/tracks/6Wiyd7AsRdXvXGrxNkbqQ1,audio_features,spotify:track:6Wiyd7AsRdXvXGrxNkbqQ1,0.476
0.00261,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,0.762,209320,0.7,2ekn2ttSfGqwhhate0LSR0,1.56e-05,9,0.153,-6.021,0,0.0694,1,116.073,4,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,audio_features,spotify:track:2ekn2ttSfGqwhhate0LSR0,0.608
0.274,https://api.spotify.com/v1/audio-analysis/0TGTE9TEh9qzuFwmtRNICn,0.726,214280,0.484,0TGTE9TEh9qzuFwmtRNICn,2.44e-06,2,0.0874,-6.707,0,0.0477,1,62.493,4,https://api.spotify.com/v1/tracks/0TGTE9TEh9qzuFwmtRNICn,audio_features,spotify:track:0TGTE9TEh9qzuFwmtRNICn,0.561
0.00307,https://api.spotify.com/v1/audio-analysis/6c9xVWbPeVPgrmWTYYeMTr,0.531,221000,0.756,6c9xVWbPeVPgrmWTYYeMTr,1.73e-06,6,0.073,-5.194,0,0.0371,1,118.954,4,https://api.spotify.com/v1/tracks/6c9xVWbPeVPgrmWTYYeMTr,audio_features,spotify:track:6c9xVWbPeVPgrmWTYYeMTr,0.299
0.00609,https://api.spotify.com/v1/audio-analysis/566ASFGhRiIkLU3wCOOVnx,0.616,170823,0.569,566ASFGhRiIkLU3wCOOVnx,3.87e-06,0,0.316,-6.416,0,0.0305,1,85.009,4,https://api.spotify.com/v1/tracks/566ASFGhRiIkLU3wCOOVnx,audio_features,spotify:track:566ASFGhRiIkLU3wCOOVnx,0.491
0.128,https://api.spotify.com/v1/audio-analysis/1OmcAT5Y8eg5bUPv9qJT4R,0.58,218320,0.531,1OmcAT5Y8eg5bUPv9qJT4R,0.000127,5,0.143,-6.631,0,0.0776,1,159.786,4,https://api.spotify.com/v1/tracks/1OmcAT5Y8eg5bUPv9qJT4R,audio_features,spotify:track:1OmcAT5Y8eg5bUPv9qJT4R,0.141
0.0091,https://api.spotify.com/v1/audio-analysis/5yZvaUVyuXfSVUaMumFi6l,0.318,213019,0.838,5yZvaUVyuXfSVUaMumFi6l,8.51e-05,6,0.451,-6.039,1,0.0793,1,140.005,4,https://api.spotify.com/v1/tracks/5yZvaUVyuXfSVUaMumFi6l,audio_features,spotify:track:5yZvaUVyuXfSVUaMumFi6l,0.0668
0.0604,https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl,0.675,181279,0.751,7y9iMe8SOB6z3NoHE2OfXl,0.0,0,0.0893,-3.539,1,0.0296,1,118.384,4,https://api.spotify.com/v1/tracks/7y9iMe8SOB6z3NoHE2OfXl,audio_features,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,0.612
0.189,https://api.spotify.com/v1/audio-analysis/32DGGj6KlNuBr6WaqRxpxi,0.849,198237,0.581,32DGGj6KlNuBr6WaqRxpxi,3.61e-06,1,0.0805,-5.243,0,0.0767,1,110.008,4,https://api.spotify.com/v1/tracks/32DGGj6KlNuBr6WaqRxpxi,audio_features,spotify:track:32DGGj6KlNuBr6WaqRxpxi,0.779
0.0534,https://api.spotify.com/v1/audio-analysis/4gWTBq5Jftq5CEKYpLXD8R,0.434,206413,0.764,4gWTBq5Jftq5CEKYpLXD8R,0.0,5,0.437,-3.45,1,0.0299,1,51.316,4,https://api.spotify.com/v1/tracks/4gWTBq5Jftq5CEKYpLXD8R,audio_features,spotify:track:4gWTBq5Jftq5CEKYpLXD8R,0.309
0.0179,https://api.spotify.com/v1/audio-analysis/4ipnJyDU3Lq15qBAYNqlqK,0.774,189440,0.687,4ipnJyDU3Lq15qBAYNqlqK,1.17e-05,11,0.128,-4.818,0,0.0584,1,104.959,4,https://api.spotify.com/v1/tracks/4ipnJyDU3Lq15qBAYNqlqK,audio_features,spotify:track:4ipnJyDU3Lq15qBAYNqlqK,0.308
0.129,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,0.72,197993,0.807,0tBbt8CrmxbjRP0pueQkyU,0.0,11,0.183,-4.59,0,0.0432,1,124.946,4,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,audio_features,spotify:track:0tBbt8CrmxbjRP0pueQkyU,0.305
0.0539,https://api.spotify.com/v1/audio-analysis/13Oda4GsHXzRAfquxWkrzA,0.661,221413,0.959,13Oda4GsHXzRAfquxWkrzA,1.74e-05,7,0.381,-4.439,1,0.0408,1,116.284,4,https://api.spotify.com/v1/tracks/13Oda4GsHXzRAfquxWkrzA,audio_features,spotify:track:13Oda4GsHXzRAfquxWkrzA,0.96
0.0207,https://api.spotify.com/v1/audio-analysis/3bzE57iNavJJxXL9GgBiOK,0.434,195307,0.921,3bzE57iNavJJxXL9GgBiOK,0.00209,10,0.116,-2.248,0,0.0688,1,171.945,4,https://api.spotify.com/v1/tracks/3bzE57iNavJJxXL9GgBiOK,audio_features,spotify:track:3bzE57iNavJJxXL9GgBiOK,0.426
0.0402,https://api.spotify.com/v1/audio-analysis/1Fwq8CS8ahCogcifRcDkMI,0.574,188000,0.881,1Fwq8CS8ahCogcifRcDkMI,0.0,2,0.125,-4.58,1,0.0433,1,151.874,4,https://api.spotify.com/v1/tracks/1Fwq8CS8ahCogcifRcDkMI,audio_features,spotify:track:1Fwq8CS8ahCogcifRcDkMI,0.83
0.0339,https://api.spotify.com/v1/audio-analysis/0mMR63GfhjpxT02rIdq5Mz,0.447,224067,0.896,0mMR63GfhjpxT02rIdq5Mz,0.0,9,0.882,-5.57,1,0.173,1,173.852,4,https://api.spotify.com/v1/tracks/0mMR63GfhjpxT02rIdq5Mz,audio_features,spotify:track:0mMR63GfhjpxT02rIdq5Mz,0.533
0.0889,https://api.spotify.com/v1/audio-analysis/1vD4DN56ued7pQklJBDesw,0.518,165693,0.906,1vD4DN56ued7pQklJBDesw,0.0,9,0.309,-2.845,1,0.0573,1,174.099,4,https://api.spotify.com/v1/tracks/1vD4DN56ued7pQklJBDesw,audio_features,spotify:track:1vD4DN56ued7pQklJBDesw,0.751
0.0984,https://api.spotify.com/v1/audio-analysis/2vz1CsL5WBsbpBcwgboTAw,0.583,226827,0.905,2vz1CsL5WBsbpBcwgboTAw,0.00019,2,0.0593,-6.132,1,0.0733,1,173.982,4,https://api.spotify.com/v1/tracks/2vz1CsL5WBsbpBcwgboTAw,audio_features,spotify:track:2vz1CsL5WBsbpBcwgboTAw,0.646
0.0715,https://api.spotify.com/v1/audio-analysis/6waqLPcT6ruMhmd36OhmFO,0.584,178253,0.621,6waqLPcT6ruMhmd36OhmFO,1.68e-06,1,0.389,-5.703,1,0.0443,1,92.003,4,https://api.spotify.com/v1/tracks/6waqLPcT6ruMhmd36OhmFO,audio_features,spotify:track:6waqLPcT6ruMhmd36OhmFO,0.634
0.0283,https://api.spotify.com/v1/audio-analysis/4ZJPwET9Jrgpkqi4Vo3Yg8,0.656,197253,0.615,4ZJPwET9Jrgpkqi4Vo3Yg8,0.0,5,0.234,-6.252,1,0.0539,1,139.91,4,https://api.spotify.com/v1/tracks/4ZJPwET9Jrgpkqi4Vo3Yg8,audio_features,spotify:track:4ZJPwET9Jrgpkqi4Vo3Yg8,0.366
0.00236,https://api.spotify.com/v1/audio-analysis/2rtaCqqM8hotwXKThsbKWb,0.545,221907,0.802,2rtaCqqM8hotwXKThsbKWb,1.02e-05,9,0.3,-5.126,0,0.0337,1,127.963,4,https://api.spotify.com/v1/tracks/2rtaCqqM8hotwXKThsbKWb,audio_features,spotify:track:2rtaCqqM8hotwXKThsbKWb,0.463
0.298,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,0.656,212120,0.721,52okn5MNA47tk87PeZJLEL,0.0,5,0.173,-5.665,0,0.122,1,148.066,4,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,audio_features,spotify:track:52okn5MNA47tk87PeZJLEL,0.468
